Absolute Elem-wise Error,Absolute CR Error,n_BM,n_ABS,n_GU,Collect Strategy,Method,Explore:Serve
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
11.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
4.0,0.03999996,200,5,100,default,,40:60
22.0,0.13999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
7.0,0.07000002,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.02000004,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
9.0,0.030000001,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
5.0,0.01000005,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.03999996,200,5,100,default,,40:60
6.0,0.03999996,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
8.0,0.03999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
9.0,0.030000001,200,5,100,default,,40:60
9.0,0.030000001,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
1.0,0.01000002,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
10.0,0.02000004,200,5,100,default,,40:60
9.0,0.029999971,200,5,100,default,,40:60
9.0,0.029999971,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
3.0,0.01000005,200,5,100,default,,40:60
6.0,0.060000002,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
6.0,0.060000002,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.049999952,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
6.0,0.03999996,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
3.0,0.01000005,200,5,100,default,,40:60
4.0,0.03999996,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
1.0,0.01000002,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.03999996,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
8.0,0.02000001,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
11.0,0.049999982,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
4.0,0.03999996,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
6.0,0.02000004,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.01000005,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
10.0,0.099999994,200,5,100,default,,40:60
13.0,0.09,200,5,100,default,,40:60
10.0,0.07999998,200,5,100,default,,40:60
12.0,0.119999975,200,5,100,default,,40:60
12.0,0.099999994,200,5,100,default,,40:60
13.0,0.109999985,200,5,100,default,,40:60
10.0,0.07999998,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
10.0,0.02000001,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
7.0,0.049999982,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
6.0,0.060000002,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
6.0,0.02000004,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
8.0,0.060000032,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
8.0,0.04000002,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
7.0,0.01000005,200,5,100,default,,40:60
10.0,0.03999999,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
5.0,0.049999952,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
8.0,0.03999999,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
8.0,0.02000001,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
10.0,0.01999998,200,5,100,default,,40:60
8.0,0.02000001,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
1.0,0.01000002,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
8.0,0.03999999,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
1.0,0.01000002,200,5,100,default,,40:60
1.0,0.01000002,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
7.0,0.049999982,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
8.0,0.02000001,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
6.0,0.059999973,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
5.0,0.01000005,200,5,100,default,,40:60
10.0,0.0,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
8.0,0.01999998,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
7.0,0.049999982,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
4.0,0.03999996,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
8.0,0.03999999,200,5,100,default,,40:60
11.0,0.050000012,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
1.0,0.01000002,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
7.0,0.049999982,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
8.0,0.02000001,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
3.0,0.01000005,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
12.0,0.099999994,200,5,100,default,,40:60
8.0,0.01999998,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
6.0,0.060000002,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
7.0,0.06999999,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
6.0,0.02000004,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
10.0,0.03999996,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
1.0,0.01000005,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
10.0,0.060000002,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
8.0,0.03999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
9.0,0.01000002,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
8.0,0.04000002,200,5,100,default,,40:60
22.0,0.14000002,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.02000004,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
3.0,0.01000005,200,5,100,default,,40:60
3.0,0.01000005,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
